cdatetime,address,district,beat,grid,crimedescr
1/16/06 6:39,30TH ST / P ST,3,3C        ,851,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 7:00,3109 OCCIDENTAL DR,3,3C        ,1116,10851(A)VC TAKE VEH W/O OWNER
1/16/06 7:00,8200 CENTER PKWY,5,5B        ,1633,1705 US DESTRUCT OF MAIL RECEP
1/16/06 7:00,4032 LOUGANIS WAY,5,5B        ,1618,MISSING PERSON
1/16/06 7:23,1329 N C ST,3,3A        ,706,5150 WI DANGER SELF/OTHERS
1/16/06 7:45,7715 COLLEGE TOWN DR,3,3C        ,888,HARASSMENT - I RPT
1/16/06 7:56,1115 11TH ST,3,3M        ,744,12.52.030 SCC UNLAWFUL CAMPING
1/16/06 8:00,4326 NORWOOD AVE,2,2A        ,233,20002(A) HIT/RUN
1/16/06 8:00,819 POTOMAC AVE,1,1C        ,418,594(B)(2)(A) VANDALISM/ -$400
1/16/06 8:00,4790 FRANKLIN BLVD,4,4B        ,969,475(C) PASS FORGED NOTE
1/16/06 8:00,1900 11TH AVE,4,4A        ,946,459 PC  BURGLARY VEHICLE
1/16/06 8:07,3011 J ST,3,3C        ,831,459 PC  BURGLARY BUSINESS
1/16/06 8:12,1118 7TH ST,3,3M        ,742,12.52.030 SCC UNLAWFUL CAMPING
1/16/06 8:30,5341 WHITTIER DR,6,6C        ,1152,484 PETTY THEFT/LICENSE PLATE
1/16/06 8:30,30TH ST / 13TH AVE,4,4B        ,958,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 8:39,820 RIVERVIEW CT,4,4A        ,1203,530.5 PC USE PERSONAL ID INFO
1/16/06 8:47,1005 12TH ST,3,3M        ,744,GRAND THEFT - I RPT
1/16/06 8:48,8200 14TH AVE,6,6C        ,1134,10851 VC AUTO THEFT LOCATE
1/16/06 8:49,3630 3RD AVE,6,6A        ,1013,836.6(B) PC ESCAPE FROM ARREST
1/16/06 8:50,629 J ST,3,3M        ,732,12.52.030 SCC UNLAWFUL CAMPING
1/16/06 9:00,5200 49TH ST,6,6B        ,1084,459 PC  BURGLARY RESIDENCE
1/16/06 9:08,5950 LAGUNA RANCH CIR,5,5C        ,1651,1705 US DESTRUCT OF MAIL RECEP
1/16/06 9:09,23 NAUTILUS CT,4,4C        ,1259,594(B)(2)(A)VANDALISM GRAF-400
1/16/06 9:20,2146 SOUTH AVE,2,2B        ,527,273.6(A) PC VIO DV COURT ORDER
1/16/06 9:30,2954 DEL PASO BLVD,2,2B        ,546,MISSING PERSON
1/16/06 9:30,1116 15TH ST,3,3M        ,745,594(B)(2)(A) VANDALISM/ -$400
1/16/06 9:31,27TH ST / V ST,3,3B        ,788,TOWED/STORED VEHICLE
1/16/06 9:35,J ST / 3RD ST,3,3M        ,732,12.52.030 SCC UNLAWFUL CAMPING
1/16/06 9:38,2686 RINGGOLD ST,4,4A        ,903,5150 WI DANGER SELF/OTHERS
1/16/06 9:45,1901 ARDEN WAY,2,2C        ,620,10851(A)VC TAKE VEH W/O OWNER
1/16/06 10:04,3651 BUSINESS DR,6,6C        ,1114,TOWED/STORED VEHICLE
1/16/06 10:08,Q ST / 16TH ST,3,3A        ,766,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 10:13,26TH ST / V ST,3,3B        ,788,TOWED/STORED VEHICLE
1/16/06 10:14,X ST / 19TH ST,4,4A        ,906,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 10:25,5550 S WATT AVE,6,6C        ,1147,243(E)1 BATTERY NONCOHAB SPOUS
1/16/06 10:34,33RD ST / C ST,3,3C        ,801,TOWED/STORED VEHICLE
1/16/06 10:48,NEWMAN CT / CARLSON DR,3,3C        ,886,211 PC  ROBBERY UNSPECIFIED
1/16/06 11:00,6391 LOCHINVAR WAY,5,5C        ,1634,422 PC THREAT/INTENT TO TERROR
1/16/06 11:00,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/16/06 11:00,5387 HALE CT,3,3C        ,872,POSSIBLE STOLEN PROPERTY-I RPT
1/16/06 11:11,FRANKLIN BLVD / FLORIN RD,5,5B        ,1359,TOWED/STORED VEHICLE
1/16/06 11:15,1500 ARDEN WAY,2,2C        ,626,10851(A)VC TAKE VEH W/O OWNER
1/16/06 11:30,2555 AUBURN BLVD,2,2A        ,507,MISSING PERSON
1/16/06 11:43,1111 LOS ROBLES BLVD,2,2B        ,525,242 PC  BATTERY CIVILIAN
1/16/06 11:45,3892 ROBINRIDGE WAY,5,5B        ,1399,MISSING PERSON
1/16/06 12:00,EL CAMINO AVE / BOXWOOD ST,2,2C        ,564,3056 PAROLE VIO - I RPT
1/16/06 12:00,2008 10TH ST,3,3A        ,784,484 PETTY THEFT/LICENSE PLATE
1/16/06 12:00,7453 GREENHAVEN DR,4,4C        ,1296,MISSING PERSON
1/16/06 12:00,7453 GREENHAVEN DR,4,4C        ,1296,MISSING PERSON
1/16/06 12:00,8459 DARTFORD DR,5,5C        ,1654,POSSIBLE FINANCIAL CRIME-I RPT
1/16/06 12:05,2245 FLORIN RD,4,4B        ,1354,TRAFFIC-ACCIDENT INJURY
1/16/06 12:15,2335 BOXWOOD ST,2,2C        ,603,ASSAULT WITH WEAPON - I RPT
1/16/06 12:29,1441 RICHARDS BLVD,3,3A        ,703,THREATS - I RPT
1/16/06 12:30,2633 RIVERSIDE BLVD,4,4A        ,905,NON INJ HR/MAIL OUT REPORT
1/16/06 13:00,6051 MACK RD,5,5C        ,1606,484 PC   PETTY THEFT/INSIDE
1/16/06 13:00,28TH ST / D ST,3,3B        ,718,TRAFFIC-ACCIDENT INJURY
1/16/06 13:00,FRANKLIN BLVD / 12TH AVE,4,4B        ,937,20002(A) HIT/RUN
1/16/06 13:00,9TH AVE / RIVERSIDE BLVD,4,4A        ,934,459 PC  BURGLARY VEHICLE
1/16/06 13:09,5151 F ST,3,3C        ,814,5150 WI DANGER SELF/OTHERS
1/16/06 13:21,2508 28TH AVE,4,4B        ,977,243(E)1 BATTERY NONCOHAB SPOUS
1/16/06 13:30,4951 PRISCILLA LN,6,6C        ,1143,CASUALTY REPORT
1/16/06 13:30,RICHARDS BLVD / BERCUT DR,3,3A        ,701,10851(A)VC TAKE VEH W/O OWNER
1/16/06 13:49,4316 8TH AVE,6,6A        ,1034,11351.5 HS POSS SALE RCK COCAI
1/16/06 13:51,7901 DEER LAKE DR,5,5B        ,1616,TOWED/STORED VEHICLE
1/16/06 13:52,1118 7TH ST,3,3M        ,742,4140 BP  POSS OF HYPO NEEDLE
1/16/06 14:00,2958 S MEADOWS PL,5,5A        ,1365,MISSING PERSON
1/16/06 14:00,545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE
1/16/06 14:00,1510 ARDEN WAY,2,2C        ,626,10851(A)VC TAKE VEH W/O OWNER
1/16/06 14:00,160 ALLAIRE CIR,1,1A        ,102,POSSIBLE FINANCIAL CRIME-I RPT
1/16/06 14:02,1695 ARDEN WAY,2,2C        ,616,484 PETTY THEFT-SHOPLIFT
1/16/06 14:14,1940 65TH ST,3,3C        ,856,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 14:24,HOLLYHURST WAY / VALLEY HI DR,5,5B        ,1622,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 14:25,SOUTH AVE / NATOMA WAY,2,2B        ,527,11357(B)HS POSS -28.5GR MARIJ
1/16/06 14:30,2200 ROYALE RD,2,2C        ,616,594(B)(1)PC  VANDALISM +$400
1/16/06 14:30,6544 GOLF VIEW DR,4,4B        ,1333,484 PC   THEFT-LIC PLATE TABS
1/16/06 14:38,4127 DEER CROSS WAY,5,5B        ,1616,TOWED/STORED VEHICLE
1/16/06 14:40,4119 DEER CROSS WAY,5,5B        ,1616,TOWED/STORED VEHICLE
1/16/06 14:43,3825 ROSIN CT,1,1C        ,409,10851 VC AUTO THEFT LOCATE
1/16/06 14:45,2001 POINT WEST WAY,2,2C        ,626,487(A) GRAND THEFT-INSIDE
1/16/06 15:00,6366 MACK RD,5,5C        ,1623,211 PC ROBBERY-PURSE SNATCH
1/16/06 15:00,1100 J ST,3,3M        ,744,10851(A)VC TAKE VEH W/O OWNER
1/16/06 15:23,ARCADE BLVD / PONDEROSA LN,2,2B        ,541,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 15:35,34TH ST / 12TH AVE,6,6A        ,1041,211 PC  ROBBERY UNSPECIFIED
1/16/06 15:35,22ND AVE / 23RD ST,4,4B        ,957,TOWED/STORED VEHICLE
1/16/06 15:51,FOLSOM BLVD / 65TH ST,3,3C        ,847,TOWED/STORED VEH-14602.6
1/16/06 16:00,5351 47TH AVE,6,6B        ,1421,459 PC  BURGLARY RESIDENCE
1/16/06 16:00,2314 CASTRO WAY,4,4A        ,917,459 PC  BURGLARY RESIDENCE
1/16/06 16:00,4825 DARLINGTON LN,1,1A        ,130,484 PETTY THEFT/LICENSE PLATE
1/16/06 16:10,POWER INN RD / 14TH AVE,6,6C        ,1124,4462.5 VC FALSE TAB/AVOID REG
1/16/06 16:15,8101 COSUMNES RIVER BLVD,5,5C        ,1639,23152(B) VC DUI BA .08 OR MORE
1/16/06 16:15,RIVERSIDE BLVD / FLORIN RD,4,4C        ,1251,594(B)(1)PC  VANDALISM +$400
1/16/06 16:27,BEAUMONT ST / RIO LINDA BLVD,2,2B        ,563,TRAFFIC-ACCIDENT INJURY
1/16/06 16:38,2948 LAND PARK DR,4,4A        ,924,23152(A) VC DUI-ALCOHOL/DRUGS
1/16/06 16:38,COSUMNES RIVER BLVD / FRANKLIN BLVD,5,5B        ,1634,20001(A) VC HIT/RUN INJ/DEATH
1/16/06 16:42,WESTERN AVE / DANVILLE WAY,2,2B        ,531,417(A)2) PC BRANDISH FIREARM
1/16/06 16:55,5924 LAGUNA RANCH CIR,5,5C        ,1651,MISSING PERSON
1/16/06 16:58,65TH STREET EXPY / FRUITRIDGE RD,6,6B        ,1141,TRAFFIC-ACCIDENT-NON INJURY
1/16/06 17:00,5330 STOCKTON BLVD,6,6B        ,1084,484 PETTY THEFT-SHOPLIFT
1/16/06 17:00,1936 WHITMAN WAY,5,5A        ,1371,594(B)(1)PC  VANDALISM +$400
1/16/06 17:00,3220 LA SOLIDAD WAY,6,6A        ,1032,459 PC  BURGLARY RESIDENCE
1/16/06 17:00,2247 68TH AVE,5,5A        ,1364,484G(B) PC ACCESS CARD FRAUD
1/16/06 17:00,1919 19TH ST,3,3B        ,776,594(B)(2)(A)VANDALISM GRAF-400
1/16/06 17:05,3026 FLORIN RD,5,5A        ,1365,10851(A)VC TAKE VEH W/O OWNER
1/16/06 17:10,1912 I ST,3,3B        ,736,459 PC  BURGLARY VEHICLE
1/16/06 17:21,5420 STOCKTON BLVD,6,6B        ,1084,11357(B)HS POSS -28.5GR MARIJ
1/16/06 17:24,3271 AZEVEDO DR,1,1B        ,410,FALSE PERSONATION - I RPT
1/16/06 17:30,957 SHELLWOOD WAY,4,4C        ,1286,MISSING PERSON
1/16/06 17:30,6228 VENTURA ST,4,4B        ,1326,10851 VC AUTO THEFT LOCATE
1/16/06 17:44,STOCKTON BLVD / 34TH ST,3,3C        ,851,TOWED/STORED VEHICLE
1/16/06 17:45,26TH ST / 2ND AVE,4,4A        ,908,10851 VC AUTO THEFT LOCATE
1/16/06 17:47,8104 TORRENTE WAY,5,5B        ,1618,MISSING PERSON LOCATE O/S ASSI
1/16/06 18:00,1 CLAUSS CT,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER
1/16/06 18:00,4049 FAWN CIR,5,5B        ,1616,MISSING PERSON
1/16/06 18:00,2691 RIVERSIDE BLVD,4,4A        ,905,459 PC  BURGLARY VEHICLE
1/16/06 18:00,5630 FRANKLIN BLVD,4,4B        ,988,594(B)(1)PC  VANDALISM +$400
1/16/06 18:00,8090 FOLSOM BLVD,3,3C        ,1101,484 PETTY THEFT-SHOPLIFT
1/16/06 18:00,211 30TH ST,3,3C        ,801,484 PC  PETTY THEFT/ OUTSIDE
1/16/06 18:02,1657 NEIHART AVE,5,5A        ,1501,CASUALTY REPORT
1/16/06 18:27,3339 TAYLOR ST,2,2B        ,532,459 PC  BURGLARY RESIDENCE
1/16/06 18:27,STOCKTON BLVD / 34TH ST,3,3C        ,851,647(F) PC DIP - DISORDERLY
1/16/06 18:45,6007 WINDBREAKER WAY,5,5C        ,1653,5150 WI DANGER SELF/OTHERS
1/16/06 18:49,6643 VALLEY HI DR,5,5C        ,1623,243(E)1 BATTERY NONCOHAB SPOUS
1/16/06 18:54,2408 P ST,3,3B        ,767,23152(A) VC DUI-ALCOHOL/DRUGS
1/16/06 19:00,2621 P ST,3,3B        ,768,10851(A)VC TAKE VEH W/O OWNER
1/16/06 19:00,2509 P ST,3,3B        ,768,10851(A)VC TAKE VEH W/O OWNER
1/16/06 19:10,OAKMONT ST / SANTIAGO AVE,2,2B        ,563,TOWED/STORED VEH-14602.6
1/16/06 19:15,RIO LINDA BLVD / ELEANOR AVE,2,2B        ,553,11364 HS POSS DRUG PARAPH
1/16/06 19:24,119 NEDRA CT,5,5A        ,1394,10851 VC AUTO THEFT LOCATE
1/16/06 19:34,WILKINSON ST / FRUITRIDGE RD,6,6C        ,1153,484G(B) PC ACCESS CARD FRAUD
1/16/06 19:35,SAN JUAN RD / TRUXEL RD,1,1B        ,404,NON INJ HR/MAIL OUT REPORT
1/16/06 19:45,8940 POCKET RD,4,4C        ,1209,10851(A)VC TAKE VEH W/O OWNER
1/16/06 19:53,SHINING STAR DR / PHOENIX PARK DR,5,5B        ,1602,22435.2(A) BP POSS SHOP CART
1/16/06 20:00,2625 KIT CARSON ST,4,4A        ,903,273.6(A) PC VIO DV COURT ORDER
1/16/06 20:00,788 PARKHAVEN WAY,4,4C        ,1263,10851(A)VC TAKE VEH W/O OWNER
1/16/06 20:00,23 GRACKLE CT,1,1A        ,344,10851(A)VC TAKE VEH W/O OWNER
1/16/06 20:00,6354 HERMOSA ST,4,4B        ,1326,459 PC  BURGLARY RESIDENCE
1/16/06 20:00,715 L ST,3,3M        ,742,NON INJ HR/MAIL OUT REPORT
1/16/06 20:00,518 14TH ST,3,3A        ,725,BATTERY - I RPT
1/16/06 20:00,1830 ARDEN WAY,2,2C        ,628,459 PC  BURGLARY VEHICLE
1/16/06 20:17,1415 30TH ST,3,3C        ,851,10851(A)VC TAKE VEH W/O OWNER
1/16/06 20:20,1341 LONGSHORE CT,2,2A        ,235,11377(A)HS POSS AMPHETAMINES
1/16/06 20:33,20TH AVE / 36TH ST,6,6A        ,1061,215(A) PC    CARJACKING
1/16/06 20:41,FRANKLIN BLVD / SHINING STAR DR,5,5B        ,1602,11378 HS POSS/SALE AMPHETAMINE
1/16/06 20:43,940 ELEANOR AVE,2,2B        ,563,496(A) RECEIVE STOLEN PROPERTY
1/16/06 20:45,547 L ST,3,3M        ,742,JUVENILE DISURBANCE - I RPT
1/16/06 21:00,FRUITRIDGE RD / 71ST ST,6,6C        ,1403,4462.5 VC FALSE TAB/AVOID REG
1/16/06 21:00,5930 24TH ST,4,4B        ,1304,10851(A)VC TAKE VEH W/O OWNER
1/16/06 21:00,7767 LA RIVIERA DR,3,3C        ,888,RPT # CANCELLED- I RPT,7000,38.55575132,-121.411779
1/16/06 21:02,285 SEAVEY CIR,4,4A        ,912,CHILD CUSTODY - I RPT
1/16/06 21:15,5150 STOCKTON BLVD,6,6B        ,1084,NARCOTICS SUSP/EVID/ACT- I RPT
1/16/06 21:30,8181 FOLSOM BLVD,3,3C        ,1117,484G(B) PC ACCESS CARD FRAUD
1/16/06 21:33,OAKMONT ST / LAS PALMAS AVE,2,2B        ,543,10851 VC AUTO THEFT LOCATE
1/16/06 21:39,1818 H ST,3,3B        ,736,484 PETTY THEFT/LICENSE PLATE
1/16/06 21:41,7612 DETROIT BLVD,5,5A        ,1506,TOWED/STORED VEH-14602.6
1/16/06 21:45,4905 58TH ST,6,6B        ,1087,10851(A)VC TAKE VEH W/O OWNER
1/16/06 21:49,1901 J ST,3,3B        ,736,211 PC ROBBERY- BUSINESS
1/16/06 21:51,3421 JOLA CIR,5,5A        ,1506,11377(A)HS POSS AMPHETAMINES
1/16/06 22:00,8291 CARLIN AVE,5,5C        ,1642,594(B)(1)PC  VANDALISM +$400
1/16/06 22:00,5961 13TH AVE,6,6B        ,1056,459 PC  BURGLARY VEHICLE
1/16/06 22:00,5700 MACK RD,5,5C        ,1623,459 PC  BURGLARY RESIDENCE
1/16/06 22:00,3200 TRUXEL RD,1,1C        ,414,459 PC  BURGLARY VEHICLE
1/16/06 22:03,STOCKTON BLVD / 16TH AVE,6,          ,1064,TOWED/STORED VEH-14602.6
1/16/06 22:45,FRANKLIN BLVD / 20TH AVE,4,4B        ,958,CASUALTY REPORT
1/16/06 22:45,POWER INN RD / ELDER CREEK RD,6,6C        ,1406,20002(A) HIT/RUN
1/16/06 23:00,2318 Q ST,3,3B        ,767,484 PETTY THEFT/LICENSE PLATE
1/16/06 23:00,3651 NORWOOD AVE,2,2B        ,521,594(B)(2)(A) VANDALISM/ -$400
1/16/06 23:00,1800 U ST,3,3A        ,785,594(B)(2)(A) VANDALISM/ -$400
1/16/06 23:00,6525 VALLEY HI DR,5,5C        ,1623,10852 VC VEHICLE TAMPERING
1/16/06 23:00,2217 W ST,3,3B        ,787,594(B)(2)(A) VANDALISM/ -$400
1/16/06 23:30,227 JIBBOOM ST,3,3A        ,721,10851(A)VC TAKE VEH W/O OWNER
1/16/06 23:35,5330 ONTARIO ST,6,6C        ,1153,CHILD WELFARE - I RPT
1/16/06 23:46,2560 BOXWOOD ST,2,2B        ,564,211 PC  ROBBERY UNSPECIFIED
1/16/06 23:59,2217 CITRINE WAY,1,1A        ,348,10851(A)VC TAKE VEH W/O OWNER
1/17/06 0:00,2710 O ST,3,3B        ,768,484 PETTY THEFT CLOUT UNLOCKED
1/17/06 0:01,1755 CREEKSIDE OAKS DR,1,1B        ,443,484 PETTY THEFT/LICENSE PLATE
1/17/06 0:01,3066 FREEPORT BLVD,4,4A        ,925,GRAFFITI PROBLEMS- I RPT
1/17/06 0:01,1389 7TH AVE,4,4A        ,934,487(A) GRAND THEFT-INSIDE
1/17/06 0:01,3053 NOTRE DAME DR,3,3C        ,1115,484 PC   PETTY THEFT/INSIDE
1/17/06 0:01,1821 VALLEJO WAY,4,4A        ,926,484 PC  PETTY THEFT/ OUTSIDE
1/17/06 0:15,2828 AQUINO DR,1,1B        ,422,10851(A)VC TAKE VEH W/O OWNER
1/17/06 0:19,EL CAMINO AVE / BOXWOOD ST,2,2C        ,564,529 PC FALSE PERSONATION
1/17/06 0:21,1826 1/2 O ST,3,3B        ,766,NEIGHBORHOOD DISTURBANCE-I RPT
1/17/06 0:24,2940 42ND ST,6,6A        ,1015,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 0:30,5130 MONETTA LN,1,1A        ,130,459 PC  BURGLARY VEHICLE
1/17/06 0:30,3659 FAR NIENTE WAY,1,1A        ,333,10851(A)VC TAKE VEH W/O OWNER
1/17/06 0:50,24TH ST / FRUITRIDGE RD,4,4B        ,977,TOWED/STORED VEH-14602.6
1/17/06 1:00,1509 EXPOSITION BLVD,2,2C        ,626,459 PC  BURGLARY VEHICLE
1/17/06 1:03,12TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6
1/17/06 1:21,4451 GATEWAY PARK BLVD,1,1A        ,306,211 PC ROBBERY-PURSE SNATCH
1/17/06 1:39,65 LA FRESA CT,5,5B        ,1602,TOWED/STORED VEH-14602.6
1/17/06 2:00,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/17/06 2:00,5341 MICHAEL WAY,4,4A        ,965,10851(A)VC TAKE VEH W/O OWNER
1/17/06 2:19,2400 DEL PASO BLVD,2,2B        ,564,11364 HS POSS DRUG PARAPH
1/17/06 2:30,555 DISPLAY WAY,2,2A        ,511,459 PC  BURGLARY BUSINESS
1/17/06 2:42,3671 FRANKLIN BLVD,4,4A        ,937,11364 HS POSS DRUG PARAPH
1/17/06 3:00,11 SUBURBAN CT,6,6B        ,1088,459 PC  BURGLARY VEHICLE
1/17/06 3:00,4895 STOCKTON BLVD,6,6B        ,1064,487(A) PC GRAND THEFT
1/17/06 3:10,3501 NORTHGATE BLVD,1,1C        ,406,11377(A)HS POSS AMPHETAMINES
1/17/06 4:00,330 HAWKCREST CIR,1,1A        ,130,459 PC  BURGLARY VEHICLE
1/17/06 4:34,2600 SAN FERNANDO WAY,4,4A        ,908,PETTY THEFT - I RPT
1/17/06 4:54,717 34TH ST,3,3C        ,822,TOWED/STORED VEHICLE
1/17/06 5:00,2342 WORSHAM AVE,4,4B        ,1344,459 PC  BURGLARY VEHICLE
1/17/06 5:18,BOXWOOD ST / EL CAMINO AVE,2,2C        ,564,TOWED/STORED VEHICLE
1/17/06 5:45,2017 17TH ST,3,3A        ,785,10851(A)VC TAKE VEH W/O OWNER
1/17/06 5:57,MEADOWVIEW RD / DETROIT BLVD,5,5A        ,1398,TRAFFIC-ACCIDENT INJURY
1/17/06 6:30,7684 19TH ST,5,5A        ,1502,459 PC  BURGLARY RESIDENCE
1/17/06 7:00,7257 MILFORD ST,5,5A        ,1361,10851(A)VC TAKE VEH W/O OWNER
1/17/06 7:00,2427 PRINCETON ST,2,2C        ,605,459 PC  BURGLARY RESIDENCE
1/17/06 7:10,2704 D ST,3,3B        ,718,TOWED/STORED VEHICLE
1/17/06 7:30,2851 UTAH AVE,5,5A        ,1386,594(B)(2)(A) VANDALISM/ -$400
1/17/06 7:30,3218 MARSHSONG AVE,1,1A        ,303,MISSING PERSON
1/17/06 7:30,2825 50TH ST,6,6B        ,1019,484 PC   PETTY THEFT/INSIDE
1/17/06 7:36,1828 WOOLLEY WAY,2,2C        ,606,TOWED/STORED VEHICLE
1/17/06 7:44,2037 ETHAN WAY,2,2C        ,617,TOWED/STORED VEHICLE
1/17/06 8:00,I ST / 17TH ST,3,3M        ,736,484 PETTY THEFT/LICENSE PLATE
1/17/06 8:00,6797 FRATES WAY,4,4C        ,1261,459 PC  BURGLARY RESIDENCE
1/17/06 8:00,3430 NORTHGATE BLVD,1,1C        ,419,484G(B) PC ACCESS CARD FRAUD
1/17/06 8:00,2653 2ND AVE,4,4A        ,908,484G(B) PC ACCESS CARD FRAUD
1/17/06 8:00,3200 TRUXEL RD,1,1C        ,414,530.5 PC USE PERSONAL ID INFO
1/17/06 8:16,MACK RD / VALLEY HI DR,5,5C        ,1606,TOWED/STORED VEH-14602.6
1/17/06 8:30,4601 H ST,3,3C        ,824,459 PC  BURGLARY VEHICLE
1/17/06 8:36,8206 LA ALMENDRA WAY,5,5C        ,1634,TOWED/STORED VEHICLE
1/17/06 8:38,CATSKILL WAY / VERANO ST,2,2B        ,537,TOWED/STORED VEHICLE
1/17/06 8:45,SAN JUAN RD / GUILLEMOT DR,1,1B        ,344,TOWED/STORED VEHICLE
1/17/06 8:47,2604 53RD AVE,4,4B        ,1346,TOWED/STORED VEHICLE
1/17/06 8:50,2810 GATEWAY OAKS DR,1,1B        ,421,11364 HS POSS DRUG PARAPH
1/17/06 8:56,740 HARRIS AVE,2,2A        ,502,10851 VC AUTO THEFT LOCATE
1/17/06 8:59,4206 VALLEY HI DR,5,5B        ,1618,TOWED/STORED VEHICLE
1/17/06 9:00,2801 L ST,3,3B        ,748,MISSING PERSON I RPT
1/17/06 9:00,6220 WEATHERFORD WAY,5,5C        ,1635,459 PC  BURGLARY RESIDENCE
1/17/06 9:15,3066 FREEPORT BLVD,4,4A        ,925,GRAFFITI PROBLEMS- I RPT
1/17/06 9:22,40 TWIN LEAF CT,2,2A        ,212,530.5 PC USE PERSONAL ID INFO
1/17/06 9:24,40 TWIN LEAF CT,2,2A        ,212,530.5 PC USE PERSONAL ID INFO
1/17/06 9:29,FREEPORT BLVD / BIDWELL WAY,4,4A        ,936,11357(B)HS POSS -28.5GR MARIJ
1/17/06 9:29,6400 JACINTO AVE,5,5C        ,1661,10851 VC AUTO THEFT LOCATE
1/17/06 9:31,3301 FONG RANCH RD,1,1B        ,404,TOWED/STORED VEH-14602.6
1/17/06 9:32,2215 K ST,3,3B        ,747,647(F) PC DIP - DISORDERLY
1/17/06 9:32,DAYTON ST / DEL PASO BLVD,2,2B        ,527,TOWED/STORED VEHICLE
1/17/06 9:47,1250 WHITNEY AVE,3,3A        ,764,587C PC EVADE PAYMENT RAILFARE
1/17/06 9:51,1936 FRIENZA AVE,2,2C        ,568,10851 VC AUTO THEFT LOCATE
1/17/06 9:53,6400 JACINTO AVE,5,5C        ,1661,TOWED/STORED VEHICLE
1/17/06 9:55,BAKER AVE / STOCKTON BLVD,6,          ,1064,647(B) PC   PROSTITUTION
1/17/06 9:55,4940 VIRGINIA WAY,4,4B        ,966,211 PC ROBBERY-PURSE SNATCH
1/17/06 9:56,7901 LA RIVIERA DR,3,3C        ,888,TOWED/STORED VEHICLE
1/17/06 9:57,2ND AVE / 35TH ST,6,6A        ,1013,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 9:59,2633 RIVERSIDE BLVD,4,4A        ,905,503 PC   EMBEZZLEMENT
1/17/06 10:00,7201 GLORIA DR,4,4C        ,1267,SUSP PERS-NO CRIME - I RPT
1/17/06 10:02,4400 TRUXEL RD,1,1A        ,307,459 PC  BURGLARY VEHICLE
1/17/06 10:09,7901 LA RIVIERA DR,3,3C        ,888,TOWED/STORED VEHICLE
1/17/06 10:25,8200 ELDER CREEK RD,6,6C        ,1447,TRAFFIC-ACCIDENT-NON INJURY
1/17/06 10:30,7703 CENTER PKWY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE
1/17/06 10:45,2035 W EL CAMINO AVE,1,1B        ,422,166(A)(4) WILFUL DISOBEY CT OR
1/17/06 10:55,6231 FRUITRIDGE RD,6,6B        ,1088,484 PETTY THEFT-SHOPLIFT
1/17/06 11:00,200 OPPORTUNITY ST,2,2A        ,510,10851(A)VC TAKE VEH W/O OWNER
1/17/06 11:05,MEADOWVIEW RD / MANORSIDE DR,5,5A        ,1393,TRAFFIC-ACCIDENT INJURY
1/17/06 11:15,FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,647(B) PC   PROSTITUTION
1/17/06 11:15,E ST / 30TH ST,3,3C        ,811,20002(A) HIT/RUN
1/17/06 11:30,HARRIS AVE / PERFORMANCE DR,2,2A        ,510,10851(A)VC TAKE VEH W/O OWNER
1/17/06 11:30,3066 FREEPORT BLVD,4,4A        ,925,308(B) PC MINOR POSS TOBACCO
1/17/06 11:42,N BEND DR / ARROWBROOK AVE,1,1A        ,136,10851 VC AUTO THEFT LOCATE
1/17/06 11:45,STOCKTON BLVD / DIAS AVE,6,6B        ,1421,647(B) PC   PROSTITUTION
1/17/06 11:47,8090 FOLSOM BLVD,3,3C        ,1101,211 PC  ROBBERY UNSPECIFIED
1/17/06 11:50,6719 MIDDLECOFF WAY,4,4B        ,1344,459 PC  BURGLARY RESIDENCE
1/17/06 11:55,7387 PATERO CIR,5,5B        ,1369,PERSON INFORMATION - I RPT
1/17/06 12:00,MARYSVILLE BLVD / ACACIA AVE,2,2B        ,546,LOST PROPERTY - I RPT
1/17/06 12:00,194 CREEKSIDE CIR,5,5B        ,1614,MISSING PERSON
1/17/06 12:00,1600 VALLEJO WAY,4,4A        ,925,GANG ACTIVITY - I RPT
1/17/06 12:00,1166 34TH AVE,4,4C        ,1225,484G(B) PC ACCESS CARD FRAUD
1/17/06 12:00,2730 STONECREEK DR,1,1B        ,435,1708 US   THEFT OF MAIL
1/17/06 12:00,547 L ST,3,3M        ,742,459 PC  BURGLARY VEHICLE
1/17/06 12:05,STOCKTON BLVD / LAWRENCE DR,6,6B        ,1086,TRAFFIC-ACCIDENT-NON INJURY
